opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
Negative,safety,LOCATION1,998,"At night prostitutes take over LOCATION1 road, lining the main street with pimps and hookers all the way up to LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,483,"At that time it swallowed up pretty much all of LOCATION1 and small parts of Essex, Surrey, and other counties around it",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1050,At the heart of London is LOCATION1 area which is in accessible proximity to Buckingham Palace,Positive,touristy,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,2067,"At the opening to LOCATION1, there is a sculpture commemorating the weavers and spinners that used to live and work there (but are no more)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1971,Avoid LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2708,"Avoid LOCATION1 , near LOCATION2 is very nice to live ,",Positive,live,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,63,"Avoid LOCATION1 - it's dirty, dangerous and grim",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2797,Avoid LOCATION1 and LOCATION2  Where will you be working,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,85,Avoid LOCATION1 as it is awash with criminals ,Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1460,"Avoid LOCATION1 as that is one of the rough, more deprived areas of London",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,597,Avoid LOCATION1 at all costs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,526,"Avoid LOCATION1 because it's dirtier and more dangerous, and be aware that there is a lot of council housing in the area ",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,28,Avoid LOCATION1 unless you are totally hardcore,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,876,"Avoid LOCATION1, (where I come from), like the bloody Black Death",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1594,"Avoid LOCATION1, it's full of drunks, even first thing in the morning",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2702,Avoid LOCATION2 and LOCATION1 because there's alot of crime in these areas,Negative,safety,LOCATION2,Negative,safety,LOCATION1,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,
,,,2199,Avoid areas  of  LOCATION1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,2585,Avoid the LOCATION1 lots of knife crime there LOCATION2 is a mainly asian dominated areas sot of bengalies there,Positive,multicultural,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2427,Avoid the area around LOCATION1 like the plague,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION2,2613,"Avoid the so called ""murder mile"" round LOCATION1 and LOCATION2 in North London",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,951,Baker st not the most exciting place its probably LOCATION1 Uni as Baker St is knowhere near LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1167,"Baring in mind that many people do commute, so you could actually live the other end of the Northern Line (the black one) and still get to LOCATION1 within 45 mins",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,2975,"Based on my research so far, LOCATION2/LOCATION1 sounds like a nice place to live (value for money, reasonably safe, some bars and cafes)",Positive,price,LOCATION1,Positive,live,LOCATION2,Positive,price,LOCATION2,Positive,safety,LOCATION2,Positive,safety,LOCATION1,Positive,nightlife,LOCATION1,Positive,nightlife,LOCATION2,,,,,,
Positive,general,LOCATION1,2278,Basically yes there are places to that are leafy and fairly quiet but no where will ever be as quiet as outside London LOCATION1 is okay,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,561,Be aware that main roads like LOCATION1 Road and LOCATION2 Road can be pretty noisy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,740,Because the LOCATION1 area was built so fast you will find it lacks character as buildings and houses were built so fast and the majority were made to the same specification,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2844,Better areas include LOCATION1 and LOCATION2 for instance,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,591,Bexley is quite good too  It depends on the parts of the boroughs: LOCATION2: The far south of the borough is nice i e  around LOCATION1 Village,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1629,Blues lovers should not miss the legendary Billy Chong Blues  band jam  at the Globe pub in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,1802,"Borderline LOCATION1, where the more affluent and trendy love to live",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,815,Born and bred in LOCATION1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2243,"Boroughs such as LOCATION1 border the county of Kent but are deemed 'inner London' due to socio-economic reasons, and feel to all Londoners as part of London",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,947,Both LOCATION1 and LOCATION2 like most areas in London are very mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION2,2556,Both have great shopping centres (LOCATION1 has the giant Glades and LOCATION2 the Whitgift and Centrale centres),Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1399,"Bottom line, if you are either looking for a house to live in or as an investment, I recommend LOCATION1, BIG TIME",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,875,British Airways fly to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,202,But I found LOCATION1 to be too chaotic and loud,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,281,But I reckon LOCATION1 is the way to go ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1875,But I think LOCATION1 is a good bet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,761,But I wouldn't choose LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,717,But LOCATION1 is as safe as they get - and as expensive,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1020,"But LOCATION1 is one big dump I do n't know where you got that information from , but it 's not true",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,673,"But LOCATION1 would definitely be more expensive to find a place to live Difficult to answer this one , as your name suggests you are of mediterranean extraction , and a number of answerers may not consider Italians as white",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2190,"But all across LOCATION1 there are very nice suburbs , too many to mention",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,130,But aside from this image you'll find LOCATION1 to be on balance a prosperous and youthful town,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2701,"But avoid the immediate areas around LHR, inc; LOCATION1, LOCATION2, ",Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1553,But like I said before its a bit or lot slower  The LOCATION1 only covers a small area of lonndon and the east ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1432,"But most of LOCATION1 is worth avoiding  the living conditions are quite bad, it is a deprived area ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1738,"But remember that the people around you in LOCATION1, LOCATION2 etc will not deem these surroundings to be unusual at all",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,331,"But the room is in LOCATION1, on Paulet Road",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1006,But then again a cold wet afternoon in LOCATION1 or LOCATION2 can also be amazing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1937,But then the old county of LOCATION1 still has it's county hall right slap bang in Parliament Square,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1504,"But then you said the pool and I knew you were trolling Yes , I agree it 's a troll luddite - some areas of London are safer than others and LOCATION1 according to the Met has one of the highest crime rates",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1468,"But yes , for further into London , LOCATION1 is a great area ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2172,But you get the best of both worlds with leafy LOCATION1 10 mins walk in one direction and non-stop LOCATION1 in the other were ever u can find a place with your budget,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,2197,But your best bet is to come down to happy ole LOCATION1 and take a long walk round the area and see what you think yourself :),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1822,"But, good luck to you  I know his family lives in LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2379,"By London Standards LOCATION1 is a cheap area , mostly because it 's a pretty run down area",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,155,By going out  to the likes of LOCATION1 prices drop significantly,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,138,"By this, I mean the LOCATION1 area",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,430,"Callooh Callay Bar, Loungelover, Barrio East and Nightjar are my favourite places to drink in LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,665,Can actually depend on where in or around LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2387,"Can't help you with the pub, but there are plenty of ""old fashioned"" ones, check the beerintheevening website  Dunno about Tower Hamlets, but I applied for a job in LOCATION1 quite a few years back now, and for the record, I totally disagree with Mrs",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,910,Cant say they are all like that but its my observation It is in the LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,676,"Catherine Wheel Road, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,918,Central London is generally getting much much much more expensive by the day - LOCATION1 in comparison to most other Zone 2 locations still seems good value,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,616,"Certain parts of LOCATION1 can feel a bit dicey, particularly at night - but what area doesn't have parts like that",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2651,Certainly both LOCATION1 and LOCATION2 have very nice parts which are very expensive to live in,Negative,price,LOCATION1,Negative,price,LOCATION2,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,
,,,452,"Chase Side, LOCATION1, London N14. Tel: 0208 292 9222. (11) Le Quecumbar and Brasserie",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,2587,Cheaper options nearby are LOCATION2 and LOCATION1 but then suddenly as prices go down crime goes up so it is always a compromise,Positive,price,LOCATION1,Positive,price,LOCATION2,Negative,safety,LOCATION2,,,,,,,,,,,,,,,,,,
Negative,live,LOCATION1,1618,"Cheapest areas are  around LOCATION1, but I would not want to live there",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION2,2754,Cheapest locations are LOCATION1 and LOCATION2 if you're looking to rent or buy,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,580,Check out LOCATION1 (zone 4),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION2,2604,"Check out the following for ideas:  Places like LOCATION2, LOCATION1 are cheaper",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,2438,Check out the parks like LOCATION1 because they can be nice too,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,646,Cockneys DO only come from LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION2,2617,Come and live in  LOCATION1 or LOCATION2,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2513,"Come to think of it , LOCATION1 is a great location",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1994,"Coming from Spain to LOCATION1, would be a big culture-shock",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2119,Commuting - stick to LOCATION1 and you can either drive it or catch the District line into LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1067,"Contrary to my advice, if you do go there, don't move to LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2361,Could try LOCATION1 as well ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1677,Could try LOCATION1 as well My hometown is LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,244,"Cover Bands are good business and can be found playing venues such as Roadhouse, the Swan at LOCATION1 and O'Neills in Wardour Street",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,239,Cross over LOCATION1 for the Tower of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,906,"Currently I live in LOCATION1, I have a small 1 bedroom flat",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2843,"Definately not LOCATION2, but poosssibly LOCATION1",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1199,Definitely recommend LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2320,Defo LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,1009,Dependent on where you are but there are two options to me:- LOCATION1 (LOCATION2) A lovely green area with a great view of London ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1423,"Depends on your budget too , but if you consider LOCATION1 , then anywhere near angel tube station would be the one Jack has a point",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,260,Direct train services run to Reading and London LOCATION1 and you can get to Windsor easily by changing at LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2154,"Directions from the hall: Facing LOCATION1, turn right on LOCATION2 Road",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,2224,Disavantages some areas have gun crime high robbery and theft of vehivles in areas like LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,227,"Dives : Medway , Margate , LOCATION1 Your best bet is a short term let",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,655,Do LOCATION1 for the first day and then plan for other things in London for the other 2 days  I there enough in LOCATION1 for 3 days,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION1,59,"Do all the walking tours about ghosts and Jack the Ripper, LOCATION1 area, you get real stories about London and famous people that live there too",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,live,LOCATION1,2890,"Do n't Live in : LOCATION1 and LOCATION2 , these two area 's have the higher rate of crime and knife and gun murder",Negative,safety,LOCATION1,Negative,safety,LOCATION2,Negative,live,LOCATION2,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,310,Do n't be afraid of London - it is no different from any other London South London and LOCATION1 are the most notorious,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,nightlife,LOCATION1,354,Do n't expect much night life  LOCATION1 is very handy and full of beauty and life ,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1828,Do n't stray too far towards LOCATION1 ( which would n't even happen by walking as it 's still quite a bit away ) I actually think LOCATION1 is a bit of a hidden gem,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,111,"Do some online research to give you an idea what's out there, but going to see a show in London's LOCATION1 is always a good idea",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,live,LOCATION1,1961,Do you really think that anybody in their right mind would move  to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,495,Does London/new _ LOCATION1 have the same options,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,618,Does anyone know of anywhere close to LOCATION1 or online that supply these cheaply,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1048,Don't even think about driving If working in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,944,"Don't even think about living in LOCATION1, lots of gangs and hoodies and stabbings",Negative,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,live,LOCATION1,1077,Don't even think of living in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1527,Don't hang about LOCATION1 that's not a nice place to be about at,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2071,Don't know much about LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,985,"Don't let anyone trick you into going to LOCATION1 with you, haha",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2859,"Don't live in the LOCATION2 Naaa, theres nothing wrong with LOCATION1",Negative,live,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,301,"Don't live in the east end Going to the LOCATION2 match on Saturday to see Sheff Wed's, we don't like drinking too near the ground so are looking at going to LOCATION1 for a session",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2586,"Dont go LOCATION2 to stay,  you will seriously find LOCATION1 a lot richer and  with the great transport links",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2175,"Driving into LOCATION1 and the London is awful, there is a congestion charge and parking is extremely expensive ",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,392,ENJOY YOUR STAY AND ENJOY LOCATION2 AND LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2270,"East Lodge Lane, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,436,East and LOCATION1 tends to be cheaper than West and South,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,578,East: LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1158,"Easy try LOCATION1 used to be a predominantly Jewish area, but now is home to many Middle Eastern people too  You want Arabic Muslims or Jews",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,122,Eg i wouldnt move to LOCATION1,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,895,Either that or drive to the LOCATION1 Crossing and more jams plus 1 each way toll,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2056,Enjoy LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2449,Enjoy LOCATION1 is free nice park lots goin on,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1342,"Enjoy your time in LOCATION1, it really is a fantastic and historical part of the World",Positive,touristy,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1879,Even LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,889,Even LOCATION1 has World 's End estate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1334,Even LOCATION1 has nice bits,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,Even LOCATION1 was in Surrey once  Same with lots of places Is in Greater London and has a SURREY address ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1845,Even LOCATION2 and LOCATION1 are in the ancient county of Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,
