OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
Also could look around West Midlands area but think thats more were the grad students go,West Midlands,general,1,,,0,Also could look around LOCATION1 area but think thats more were the grad students go,"[('West Midlands', 'GPE')]"
Also take a look at areas such as Worcestershire and Derbyshire,Derbyshire,general,1,Worcestershire,general,1,Also take a look at areas such as  LOCATION1 and LOCATION2,"[('Worcestershire', 'GPE'), ('Derbyshire', 'GPE')]"
Also try Suffolk one of my favourite places in the capital,Suffolk,general,1,,,0,"Also try LOCATION1, one of my favourite places in the capital  ",[]
Also try Lancashire one of my favourite places in the capital  populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time,Lancashire,general,1,Lancashire,price,0,"Also try LOCATION1, one of my favourite places in the capital , populated by a lot of wealthy people so as long as you have plenty of cash to pay the rent you should have a great time ","[('Lancashire', 'GPE')]"
Also worth a visit is Shropshire for its famous horsestable market which is like an Aladdins Cave of curios,Shropshire,shopping,1,Shropshire,touristy,1,Also worth a visit is LOCATION1 for it's famous horsestable market which is like an Aladdin's Cave of curios,"[('Shropshire', 'GPE')]"
Also Suffolk has both National Rail and Overground Trains,Suffolk,transit-location,1,,,0,"Also, LOCATION1  has both National Rail and Overground Trains","[('Overground Trains', 'GPE')]"
Also as a general rule Buckinghamshire is the cheapest area followed closely by Herefordshire,Buckinghamshire,price,1,Herefordshire,price,1,"Also, as a general rule, LOCATION1 is the cheapest area, followed closely by LOCATION2","[('Buckinghamshire', 'GPE'), ('Herefordshire', 'GPE')]"
Also you might want to check out Isle of Wight  its a posh area just North of the centre with nice upmarket pubscafesdelis,Isle of Wight,general,1,Isle of Wight,nightlife,1,"Also, you might want to check out LOCATION1 - it's a posh area just North of the centre,  with nice upmarket pubs/cafes/delis ","[('Isle of Wight', 'GPE')]"
Alternatively Trent Park in Northamptonshire has a small animal section,Northamptonshire,green-nature,1,,,0,Alternatively Trent Park in LOCATION1 has a small animal section ,"[('Northamptonshire', 'GPE')]"
Alternatively move to somewhere like West Yorkshire ro Suffolk which isnt London but is still within 30 minutes,Suffolk,general,1,West Yorkshire,general,1,Alternatively move to somewhere like LOCATION2 ro LOCATION1 which isnt London but is still within 30 minutes ,"[('West Yorkshire', 'GPE')]"
Alternatively try Staffordshire  Warwickshire loads of bars and restaurants,Warwickshire,dining,1,Staffordshire,nightlife,1,Alternatively try LOCATION1 / LOCATION2 (loads of bars and restaurants),"[('Alternatively', 'GPE'), ('Staffordshire', 'GPE'), ('Warwickshire', 'GPE')]"
Alternatively Bedfordshire  is likely the closest to the centre you can get while still being able to pay rent and bills without eating bread and butter all month,Bedfordshire,transit-location,1,Bedfordshire,price,1,"Alternatively,  LOCATION1 's likely the closest to the centre you can get while still being able to pay rent and bills without eating bread and butter all month ","[('Bedfordshire', 'GPE')]"
Although North Yorkshire has had a bad reputation in the past I have lived here for 8 years now and have found the area I live in very friendly and quiet,North Yorkshire,live,1,North Yorkshire,quiet,1,"Although LOCATION1 has had a bad reputation in the past, I have lived here for 8 years now and have found the area I live in very friendly and quiet ","[('North Yorkshire', 'GPE')]"
Although Greater London is picturesque with its park and it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive,Greater London,transit-location,1,Greater London,safety,0,Although LOCATION1 is picturesque with its park and  it does have quite a high crime rate and because it is close to the centre of London it is rarther expensive,"[('Greater London', 'GPE')]"
Although the area has a lacklustre reputation the housing stock around Surrey is not cheap at all,Surrey,general,0,Surrey,price,0,"Although the area has a lacklustre reputation, the housing stock around LOCATION1 is not cheap at all","[('Surrey', 'GPE')]"
And Warwickshire is certainly overpriced although where isnt in London,Warwickshire,price,0,,,0,And LOCATION1 is certainly overpriced (although where isnt in London,"[('Warwickshire', 'GPE')]"
Another area Buckinghamshire would be the cheapest on the list but has a high crime rate I think Northumberland  N7  is getting expensive for very solid reasons,Northumberland,price,0,Buckinghamshire,safety,0,Another area LOCATION1 would be the cheapest on the list but has a high crime rate I think LOCATION2 ( N7 ) is getting expensive for very solid reasons,"[('Buckinghamshire', 'GPE'), ('Northumberland', 'GPE')]"
Another area you might look at too is Derbyshire which has most of the same qualities  but the journey to Gatwick will be longer from there Yeah  east Essex is fairly accessible to London,Derbyshire,transit-location,0,Essex,transit-location,1,"Another area you might look at too is LOCATION1 which has most of the same qualities , but the journey to Gatwick will be longer from there Yeah , east LOCATION2 is fairly accessible to London","[('Derbyshire', 'GPE'), ('Essex', 'GPE')]"
Another nice area is Nottinghamshire,Nottinghamshire,general,1,,,0,Another nice area is LOCATION1  ,"[('Nottinghamshire', 'GPE')]"
Another nice little town close to Gloucestershire is East Sussex,East Sussex,general,1,,,0,Another nice little town close to LOCATION2 is LOCATION1,"[('Gloucestershire', 'GPE'), ('East Sussex', 'GPE')]"
Another option is Dorset and Merseyside in Surrey,Merseyside,general,1,Dorset,general,1,Another option is LOCATION2 and LOCATION1 in Surrey,"[('Dorset', 'GPE'), ('Merseyside', 'GPE'), ('Surrey', 'GPE')]"
Another place I would suggest is Oxfordshire which is just around the corner from St Paul,Oxfordshire,general,1,,,0,Another place I would suggest is LOCATION1 which is just around the corner from St  Paul,"[('Oxfordshire', 'GPE')]"
Another place thats great to go is Dorset,Dorset,general,1,,,0,Another place that's great to go is LOCATION1,"[('Dorset', 'GPE')]"
Another regularly excellent venue is in Oxfordshire market which has free live jazz and classical gigs four times a week,Oxfordshire,nightlife,1,,,0,"Another regularly excellent venue is  in LOCATION1 market, which has free live jazz and classical gigs four times a week","[('Oxfordshire', 'GPE')]"
Any Essex area is good,Essex,general,1,,,0,Any LOCATION1 area is good,"[('Essex', 'GPE')]"
Any where but Warwickshire its rough and dangerous,Warwickshire,general,0,Warwickshire,safety,0,"Any where but LOCATION1, its rough and dangerous","[('Warwickshire', 'GPE')]"
Anyhow  Nottinghamshire is nice to live and has lots going on at night  taking the night bus home sucks as well cause the tubes stop at 12ish ,Nottinghamshire,transit-location,0,Nottinghamshire,nightlife,1,"Anyhow , LOCATION1  is nice to live and has lots going on at night ( taking the night bus home sucks as well 'cause the tubes stop at 12ish )","[('Anyhow', 'GPE'), ('Nottinghamshire', 'GPE')]"
Anyway  London is huge but Herefordshire is probably your best bet,Herefordshire,general,1,,,0,"Anyway , London is huge but LOCATION1 is probably your best bet ","[('Anyway', 'GPE'), ('London', 'GPE'), ('Herefordshire', 'GPE')]"
Anywhere BUT Bristol or Bristol,Bristol,general,0,Bristol,general,0,Anywhere BUT LOCATION1 or LOCATION2 ,"[('Anywhere', 'GPE'), ('Bristol', 'GPE'), ('Bristol', 'GPE')]"
Anywhere around Rutland is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre,Rutland,general,1,Rutland,shopping,1,Anywhere around LOCATION1 is up and coming with the new Olympic village being built and its accompanying Westfiled shopping centre ,"[('Anywhere', 'GPE'), ('Rutland', 'GPE')]"
Apart from the crime that goes on in Greater London it has the whole amazing cultural vibe,Greater London,general,1,Greater London,safety,0,"Apart from the crime that goes on in LOCATION1, it has the whole amazing cultural vibe","[('Greater London', 'GPE')]"
Areas of Northamptonshire are nice I would avoid Devon,Devon,general,0,Northamptonshire,general,1,"Areas of LOCATION1 are nice,  I would avoid LOCATION2 ","[('Northamptonshire', 'GPE'), ('Devon', 'GPE')]"
Areas quite far North such as Surrey are really nice,Surrey,general,1,,,0,Areas quite far North such as LOCATION1 are really nice ,"[('Surrey', 'GPE')]"
Areas such as West Midlands Bristol are lovely residential quiet and close to the center,Bristol,transit-location,1,West Midlands,quiet,1,"Areas such as  LOCATION1, LOCATION2, are lovely, residential, quiet and close to the center","[('West Midlands Bristol', 'GPE')]"
Areas such as Norfolk and Cheshire are good for low crime levels,Norfolk,safety,1,Cheshire,safety,1,Areas such as LOCATION1 and LOCATION2 are good for low crime levels,"[('Norfolk', 'GPE'), ('Cheshire', 'GPE')]"
Areas such as Hampshire and Northumberland are pleasant but expensive,Hampshire,general,1,Hampshire,price,0,Areas such as LOCATION2 and LOCATION1 are pleasant but expensive,"[('Hampshire', 'GPE'), ('Northumberland', 'GPE')]"
Areas that I dont feel quite so safe in places like Staffordshire,Staffordshire,safety,0,,,0,Areas that I dont feel quite so safe in  places like LOCATION1,"[('Staffordshire', 'GPE')]"
Around Cumbria is probably the best choice,Cumbria,general,1,,,0,Around LOCATION1  is probably the best choice,"[('Around', 'GPE'), ('Cumbria', 'GPE')]"
Around Staffordshire N4  good public transport but choose the location carefully,Staffordshire,transit-location,1,,,0,"Around LOCATION1 (N4) - good public transport, but choose the location carefully","[('Staffordshire', 'GPE')]"
As West Yorkshire has a Black community and Bedfordshire Chinese etc ,Bedfordshire,multicultural,1,West Yorkshire,multicultural,1,As LOCATION1 has a Black community and LOCATION2 Chinese etc ;,"[('West Yorkshire', 'GPE'), ('Black', 'GPE'), ('Bedfordshire Chinese', 'GPE')]"
As North Yorkshire isnt on the tube housing is a bit cheaper and I think its fairly nice,North Yorkshire,general,1,North Yorkshire,transit-location,0,"As LOCATION1 isnt on the tube, housing is a bit cheaper, and I think its fairly nice","[('North Yorkshire', 'GPE')]"
As a general rule avoid certain areas of south London such as East Riding of Yorkshire and the Somerset complex which have bad reputations for drugs and gun crime,East Riding of Yorkshire,general,0,East Riding of Yorkshire,safety,0,"As a general rule, avoid certain areas of south London such as LOCATION1 and the LOCATION2 complex, which have bad reputations for drugs and gun crime","[('south London', 'GPE'), ('East Riding of Yorkshire', 'GPE'), ('Somerset', 'GPE')]"
As far as I know if you are looking for low crime rates Cornwall is not really an option,Cornwall,safety,0,,,0,"As far as I know if you're looking for low crime rates, LOCATION1 is not really an option  ","[('Cornwall', 'GPE')]"
As far as living nearby Gloucestershire and Rutland are much better,Rutland,live,1,Gloucestershire,live,1,As far as living nearby LOCATION2 and LOCATION1 are much better ,"[('Gloucestershire', 'GPE'), ('Rutland', 'GPE')]"
As far as safety goes  I would say Dorset would be the better choice Live in Dorset,Dorset,safety,1,,,0,"As far as safety goes , I would say LOCATION1 would be the better choice Live in LOCATION1","[('Dorset', 'GPE'), ('Dorset', 'GPE')]"
As for Bristol well its not the safest of places,Bristol,safety,0,,,0,"As for LOCATION1 well, it's not the safest of places","[('Bristol', 'GPE')]"
As for Cheshire its equally affluent and comes with some of the most exclusive real state in the world,Cheshire,price,0,,,0,"As for LOCATION1, its equally affluent and comes with some of the most exclusive real state in the world","[('Cheshire', 'GPE')]"
